年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
25,30000,10191,659,40,0.62,0,0,0
39,30000,14916,635,3,0.1,0,0,0
29,30000,8984,801,0,0.09,0,1,0
43,30000,10937,706,4,0.21,1,0,0
38,30000,20128,577,1,0.11,0,1,0
22,30000,6763,512,5,0.08,0,1,0
44,30000,5000,664,13,0.47,0,1,0
46,30000,9895,649,7,0.15,0,0,0
28,30000,11911,528,1,0.47,0,0,1
42,30000,14395,645,1,0.6,0,1,1
29,30000,10820,604,0,0.46,0,1,0
38,30000,19588,650,1,0.08,0,0,0
25,30000,5000,708,0,0.4,0,0,0
22,30000,12067,769,3,0.28,1,0,0
34,30000,11027,722,6,0.24,0,0,0
36,30000,16599,592,6,0.22,0,1,0
34,30000,23291,679,0,0.65,1,1,0
26,30000,13717,655,2,0.52,1,1,0
34,30000,23724,543,1,0.09,0,1,0
40,30000,9347,681,0,0.33,0,0,0
37,30000,5000,798,2,0.22,1,1,0
39,30000,6478,652,1,0.68,1,1,0
31,30000,11297,522,5,0.68,0,0,1
49,30000,9643,652,10,0.22,0,0,0
26,30000,5038,552,3,0.25,1,1,0
42,30000,12085,719,6,0.42,1,0,0
49,30000,10100,691,0,0.34,0,1,0
42,30000,5575,636,11,0.15,0,1,0
35,30000,9218,623,0,0.46,0,0,1
32,30000,21615,633,1,0.23,0,0,0
48,30000,9343,650,0,0.46,1,0,0
23,30000,17993,588,1,0.27,0,1,0
28,30000,15852,538,4,0.49,1,0,1
34,30000,11970,741,22,0.47,0,1,0
50,30000,8019,619,7,0.36,0,1,0
41,30000,10749,663,2,0.49,0,0,1
28,30000,15434,672,4,0.32,1,1,0
34,30000,10365,675,4,0.08,0,1,0
31,30000,7512,556,8,0.13,1,0,0
30,30000,5445,515,6,0.17,1,1,0
47,30000,21475,602,4,0.04,0,1,0
24,30000,12246,681,5,0.5,1,0,0
54,30000,16129,591,6,0.26,0,0,0
46,30000,13298,621,0,0.07,1,0,0
48,30000,21323,820,1,0.57,0,0,1
33,30000,14485,502,5,0.48,0,0,1
36,30000,13096,589,9,0.32,1,1,0
23,30000,22416,801,2,0.17,0,0,0
32,30000,18113,646,19,0.11,1,0,0
42,30000,5342,593,1,0.32,1,0,0
50,30000,6731,743,2,0.62,0,1,1
26,30000,19529,654,2,0.13,0,0,0
34,30000,20552,622,13,0.4,1,1,0
36,30000,14449,665,1,0.67,1,1,0
24,30000,14643,597,3,0.45,0,1,0
43,30000,16270,568,1,0.31,1,1,0
30,30000,12221,640,3,0.5,1,0,0
36,30000,17284,569,9,0.58,0,0,1
33,30000,5278,650,1,0.41,1,0,0
30,30000,23186,678,8,0.61,0,1,0
37,30000,18753,718,12,0.36,1,0,0
35,30000,16254,740,0,0.58,0,0,1
34,30000,9642,617,7,0.67,0,1,1
30,30000,6380,689,1,0.35,1,0,0
41,30000,11596,689,0,0.42,0,1,0
54,30000,16893,676,4,0.43,1,0,0
39,30000,16307,611,6,0.55,1,1,0
47,30000,11035,567,2,0.58,0,1,1
24,30000,15879,690,0,0.02,0,1,0
39,30000,20088,513,11,0.51,1,1,0
27,30000,5000,628,6,0.55,0,0,1
23,30000,12463,445,1,0.49,1,1,1
30,30000,18929,543,3,0.5,0,0,1
49,30000,14469,579,0,0.03,1,1,0
47,30000,16680,737,2,0.31,0,0,0
40,30000,13850,705,3,0.57,0,0,1
22,30000,23829,605,3,0.65,0,1,1
36,30000,5000,708,1,0.16,0,0,0
41,30000,13311,721,7,0.41,0,1,0
39,30000,5000,637,1,0.56,1,1,0
22,30000,6355,539,4,0.53,0,0,0
29,30000,11043,633,1,0.43,0,1,0
37,30000,6266,642,2,0.01,0,0,0
43,30000,23237,551,1,0.51,1,1,0
22,30000,22882,679,5,0.54,1,1,0
36,30000,10058,672,2,0.51,0,1,0
39,30000,16434,685,0,0.54,1,1,0
46,30000,14208,672,0,0.3,1,0,0
44,30000,20127,708,3,0.7,0,0,1
43,30000,16176,635,1,0.54,1,0,1
30,30000,5000,666,4,0.41,0,1,0
22,30000,19026,618,2,0.65,1,0,1
34,30000,18683,603,5,0.64,1,1,0
48,30000,13704,757,15,0.57,1,1,0
51,30000,21961,486,3,0.39,0,0,0
45,30000,22077,720,7,0.37,0,0,0
42,30000,14002,600,6,0.23,1,0,0
41,30000,15767,589,12,0.18,1,1,0
32,30000,23926,670,1,0.36,1,0,0
36,30000,9275,530,8,0.4,1,0,0
54,30000,9816,584,11,0.17,1,1,0
28,30000,6838,582,2,0.65,1,0,0
54,30000,21813,632,1,0.39,0,1,0
34,30000,18634,585,15,0.37,0,1,0
51,30000,5218,778,4,0.3,0,1,0
23,30000,23617,793,2,0.04,1,1,0
43,30000,18350,488,7,0.62,0,0,1
30,30000,20860,693,1,0.22,0,0,0
23,30000,5000,718,0,0.45,0,1,0
40,30000,13604,693,3,0.43,1,0,0
48,30000,17670,597,4,0.41,0,1,0
29,30000,14401,630,8,0.37,0,0,0
23,30000,16999,590,3,0.13,0,1,0
37,30000,20175,616,8,0.2,0,0,0
37,30000,10861,553,1,0.37,0,1,0
43,30000,20822,640,4,0.55,0,1,0
47,30000,6421,529,1,0.3,0,1,1
37,30000,8688,633,2,0.14,1,1,0
56,30000,5000,550,9,0.06,1,0,0
40,30000,10652,666,1,0.46,0,1,0
34,30000,10978,595,8,0.3,1,0,0
22,30000,19910,673,1,0.09,1,1,0
35,30000,16715,736,0,0.47,1,0,0
34,30000,12171,777,0,0.15,0,0,0
47,30000,16694,447,6,0.36,0,0,1
42,30000,5000,583,1,0.21,1,0,0
26,30000,6785,625,5,0.65,0,0,1
39,30000,16165,686,6,0.16,0,1,0
44,30000,16468,517,2,0.29,0,1,0
53,30000,19256,571,3,0.67,1,1,1
46,30000,11462,660,2,0.22,0,0,0
45,30000,18173,656,14,0.45,0,1,0
38,30000,17363,680,1,0.22,1,1,0
41,30000,23231,685,1,0.08,1,1,0
50,30000,7517,677,2,0.44,0,1,0
24,30000,14585,665,5,0.64,0,1,1
34,30000,15637,654,5,0.32,1,1,0
30,30000,23971,703,12,0.44,0,1,0
41,30000,7224,470,10,0.43,1,1,0
50,30000,13987,773,1,0.29,1,1,0
32,30000,10269,473,3,0.43,0,1,0
22,30000,14043,563,6,0.18,0,1,0
33,30000,7874,631,12,0.26,0,0,0
47,30000,5000,703,2,0.31,1,0,0
43,30000,15023,410,2,0.6,0,0,1
42,30000,10052,647,11,0.24,0,0,0
35,30000,6820,713,2,0.44,0,0,0
25,30000,9802,729,3,0.15,0,0,0
43,30000,5000,594,11,0.18,1,1,0
29,30000,22959,625,8,0.45,0,0,0
59,30000,15204,600,1,0.53,1,1,0
43,30000,20110,618,1,0.32,0,0,0
32,30000,11885,567,2,0.23,0,1,0
31,30000,21969,578,12,0.64,1,1,1
37,30000,13149,684,34,0.1,1,0,0
35,30000,15052,660,7,0.5,1,1,0
49,30000,13327,689,3,0.48,0,0,0
39,30000,18398,667,0,0.48,0,1,0
30,30000,14899,706,5,0.65,1,1,0
56,30000,8703,720,2,0.51,1,0,0
38,30000,6056,510,5,0.21,1,0,0
45,30000,15728,581,4,0.25,1,0,0
31,30000,13272,631,3,0.27,0,1,0
41,30000,5015,648,14,0.02,1,1,0
41,30000,11307,596,0,0.64,1,0,0
22,30000,13810,722,6,0.05,0,1,0
58,30000,20364,808,2,0.49,0,0,0
50,30000,5000,664,6,0.51,1,0,1
34,30000,10318,656,5,0.59,0,1,0
26,30000,20275,717,0,0.39,1,1,0
41,30000,16616,500,1,0.51,1,0,0
38,30000,9089,652,1,0.21,1,1,0
41,30000,20752,728,0,0.52,1,0,0
39,30000,13359,598,6,0.24,0,0,0
43,30000,13465,551,1,0.63,0,0,1
52,30000,23508,635,3,0.11,1,1,0
43,30000,22889,645,1,0.22,0,1,0
27,30000,10529,577,4,0.35,0,0,0
51,30000,5952,817,6,0.54,1,1,0
54,30000,9839,611,2,0.52,0,1,1
65,30000,5000,557,4,0.15,0,1,0
26,30000,5000,642,8,0.1,0,1,0
40,30000,11305,722,0,0.21,1,0,0
22,30000,22761,651,6,0.34,0,0,0
43,30000,21298,688,1,0.38,0,1,0
32,30000,13740,580,0,0.3,1,0,0
57,30000,14869,769,3,0.46,0,0,0
30,30000,5000,694,1,0.3,0,0,0
22,30000,7525,733,8,0.66,1,1,0
33,30000,5000,679,0,0.18,0,0,0
22,30000,18845,715,0,0.44,0,0,1
45,30000,6058,580,3,0.43,1,0,0
22,30000,21249,610,4,0.2,0,1,0
38,30000,16509,757,6,0.29,1,1,0
22,30000,7817,774,1,0.26,1,0,0
34,30000,6312,558,9,0.12,0,1,0
54,30000,16180,669,15,0.33,1,1,0
41,30000,21917,615,3,0.27,0,1,0
29,30000,18085,594,7,0.12,0,0,0
37,30000,10319,672,3,0.31,1,1,0
38,30000,15335,741,0,0.3,0,1,0
42,30000,9525,686,1,0.09,1,0,0
24,30000,23982,624,0,0.09,0,0,0
43,30000,18725,691,22,0.45,0,0,0
22,30000,15902,621,1,0.49,1,1,0
31,30000,11888,682,5,0.66,0,1,0
33,30000,15981,761,1,0.06,1,0,0
44,30000,10173,483,5,0.08,1,0,0
38,30000,5000,713,1,0.04,1,1,0
23,30000,11296,526,7,0.37,0,1,1
28,30000,22540,748,0,0.44,1,1,0
39,30000,16152,599,11,0.28,1,1,0
37,30000,5000,552,9,0.56,1,1,0
32,30000,21584,705,5,0.48,1,0,1
33,30000,8646,679,0,0.69,1,1,0
44,30000,8119,570,1,0.1,1,0,0
32,30000,9238,549,9,0.04,1,1,0
37,30000,15121,635,0,0.19,1,1,0
59,30000,14438,553,0,0.01,0,1,0
23,30000,13319,565,3,0.65,0,0,1
22,30000,18068,659,1,0.21,1,0,0
45,30000,9647,572,1,0.39,1,1,0
31,30000,19423,684,4,0.22,1,1,0
34,30000,6681,769,2,0.17,1,1,0
30,30000,19435,638,0,0.11,1,1,0
35,30000,16940,660,3,0.22,0,0,0
53,30000,17347,811,2,0.43,0,0,0
46,30000,13112,554,6,0.68,0,1,1
46,30000,17007,745,0,0.39,0,1,0
23,30000,5000,735,4,0.37,1,1,0
26,30000,20882,718,2,0.02,1,0,0
22,30000,5000,753,2,0.59,0,0,1
29,30000,6123,672,1,0.03,0,1,0
47,30000,15112,603,0,0.63,0,1,1
43,30000,18527,737,9,0.38,0,1,0
35,30000,5000,740,1,0.12,0,1,0
37,30000,22336,738,5,0.32,0,1,0
31,30000,23445,653,14,0.7,0,1,1
40,30000,15724,592,4,0.21,1,1,0
45,30000,13106,665,2,0.19,0,0,0
22,30000,18569,725,1,0.08,1,1,0
40,30000,9895,731,13,0.42,1,1,0
47,30000,13358,615,5,0.06,0,1,0
33,30000,22239,675,5,0.54,1,1,0
45,30000,23068,545,2,0.64,1,0,1
65,30000,22468,728,9,0.65,0,0,0
36,30000,8511,587,6,0.08,0,0,0
41,30000,7881,712,1,0.39,1,0,0
30,30000,9250,558,4,0.07,0,1,0
39,30000,12267,732,2,0.4,0,1,0
42,30000,9597,675,0,0.57,0,1,0
39,30000,10858,587,8,0.38,0,0,0
27,30000,16033,705,0,0.61,1,1,1
40,30000,19013,602,3,0.56,1,1,0
52,30000,18446,709,2,0.19,1,1,0
42,30000,20102,628,2,0.44,0,0,1
47,30000,5000,512,3,0.01,1,1,0
35,30000,5000,571,29,0.28,1,0,0
45,30000,19577,615,2,0.17,1,1,0
40,30000,14194,759,1,0.66,0,1,1
28,30000,15140,722,4,0.28,0,1,0
41,30000,5000,779,1,0.46,1,0,0
28,30000,8361,782,0,0.51,0,0,1
31,30000,16405,607,0,0.54,1,1,0
39,30000,21042,634,0,0.52,1,0,0
40,30000,22256,617,2,0.2,0,0,0
26,30000,13508,596,2,0.48,1,1,0
48,30000,14454,502,1,0.38,0,0,0
43,30000,20494,648,7,0.42,1,0,0
30,30000,14290,547,0,0.0,1,0,0
22,30000,13854,647,12,0.18,1,0,0
36,30000,22006,819,4,0.65,1,1,0
33,30000,19588,609,0,0.2,1,0,0
39,30000,22090,665,16,0.31,1,1,0
34,30000,7583,722,1,0.13,1,1,0
22,30000,14011,672,2,0.1,0,0,0
34,30000,20691,673,1,0.15,0,1,0
34,30000,5334,621,6,0.39,1,1,0
44,30000,19687,631,3,0.64,0,1,1
31,30000,6842,573,0,0.23,1,1,0
54,30000,19970,717,0,0.23,0,0,0
22,30000,15852,510,6,0.39,0,1,0
51,30000,7057,727,1,0.25,0,1,0
35,30000,12940,537,0,0.64,1,0,1
46,30000,17320,727,3,0.26,1,1,0
38,30000,16310,621,8,0.34,0,1,0
49,30000,11972,551,1,0.37,1,0,0
34,30000,21886,696,1,0.55,1,0,0
27,30000,13904,724,8,0.39,1,1,0
52,30000,13623,614,0,0.17,1,1,0
36,30000,5000,707,4,0.09,0,1,0
40,30000,22364,467,15,0.66,1,1,1
50,30000,6719,544,9,0.56,0,0,1
27,30000,14095,753,0,0.02,0,1,0
43,30000,19874,632,1,0.58,0,1,1
32,30000,7524,501,0,0.41,0,1,0
36,30000,14074,594,14,0.36,1,1,0
38,30000,8054,576,21,0.01,0,1,0
22,30000,18953,636,1,0.55,1,1,0
30,30000,14851,620,5,0.14,1,0,0
51,30000,20975,664,9,0.51,1,0,0
46,30000,21785,644,1,0.01,1,0,0
37,30000,16623,758,1,0.56,1,1,0
40,30000,18233,683,0,0.02,0,1,0
35,30000,14533,686,2,0.17,1,0,0
51,30000,11073,743,11,0.19,0,1,0
35,30000,16610,618,11,0.11,1,1,0
40,30000,22074,549,0,0.34,0,1,0
49,30000,11750,746,1,0.2,1,0,0
30,30000,9602,660,2,0.7,0,0,1
53,30000,11157,661,7,0.41,0,1,0
22,30000,12143,599,4,0.4,1,1,0
54,30000,5000,600,3,0.15,1,1,0
34,30000,13467,717,4,0.29,0,1,0
35,30000,13380,728,0,0.09,1,0,0
22,30000,15357,712,3,0.53,0,0,1
33,30000,10619,713,24,0.23,1,1,0
27,30000,15875,695,0,0.53,1,0,0
31,30000,21442,660,3,0.26,0,1,0
36,30000,23064,635,1,0.69,0,1,1
47,30000,15255,746,3,0.12,0,1,0
40,30000,5000,620,4,0.0,0,1,0
41,30000,23353,679,4,0.42,1,1,0
27,30000,17823,585,9,0.67,1,1,1
29,30000,10055,597,2,0.45,1,1,0
55,30000,6090,631,3,0.06,0,1,0
30,30000,6011,585,0,0.38,1,0,0
54,30000,6522,713,7,0.64,0,1,1
35,30000,5000,542,1,0.0,1,0,0
38,30000,21945,657,8,0.12,0,1,0
48,30000,14356,660,1,0.57,1,0,0
50,30000,17699,505,0,0.63,0,1,1
36,30000,20390,614,0,0.5,1,0,0
34,30000,19622,670,21,0.69,0,1,0
37,30000,21534,684,1,0.06,1,1,0
41,30000,23312,633,0,0.38,1,1,0
46,30000,12220,704,0,0.48,1,0,1
38,30000,22957,641,1,0.49,1,1,0
44,30000,18189,651,0,0.56,0,0,1
54,30000,5000,670,3,0.64,0,1,1
41,30000,17317,724,1,0.25,1,0,0
41,30000,17421,595,3,0.03,0,0,0
22,30000,22023,611,0,0.25,1,1,0
22,30000,10831,596,2,0.47,1,1,0
41,30000,15283,623,4,0.15,0,1,0
37,30000,5000,764,0,0.57,1,0,0
32,30000,9973,695,2,0.15,1,0,0
40,30000,5000,559,1,0.01,1,0,0
37,30000,13959,601,1,0.36,1,0,0
49,30000,20166,679,4,0.51,0,1,0
38,30000,7335,577,4,0.24,1,0,0
30,30000,14076,591,4,0.52,0,1,0
47,30000,7284,757,0,0.31,1,1,0
35,30000,5534,600,1,0.12,0,0,0
43,30000,13730,726,1,0.06,0,1,0
33,30000,5000,750,3,0.5,1,1,0
31,30000,15334,591,3,0.27,0,0,0
38,30000,5000,578,2,0.64,1,1,1
38,30000,5241,627,7,0.38,0,1,0
42,30000,14549,562,0,0.24,0,1,0
35,30000,15419,659,18,0.24,0,1,0
22,30000,5000,633,0,0.09,0,1,0
33,30000,15040,678,7,0.42,1,1,0
45,30000,20608,761,2,0.41,1,0,0
35,30000,18168,715,10,0.56,0,0,1
35,30000,5754,689,0,0.14,0,1,0
47,30000,15441,492,2,0.2,0,1,0
30,30000,17117,685,2,0.07,0,0,0
22,30000,5000,787,24,0.21,1,0,0
36,30000,20962,409,21,0.3,1,1,0
33,30000,22031,705,1,0.67,1,0,0
28,30000,20859,637,4,0.46,1,0,0
36,30000,20317,582,3,0.55,1,0,0
42,30000,18644,714,0,0.23,0,0,0
37,30000,16302,786,0,0.1,0,1,0
41,30000,17251,712,22,0.18,1,1,0
56,30000,19934,620,3,0.18,1,0,0
34,30000,16912,574,0,0.41,0,1,0
40,30000,9882,661,1,0.24,1,0,0
32,30000,10895,719,1,0.6,1,1,0
29,30000,21838,619,3,0.69,1,0,1
32,30000,5000,626,2,0.24,0,1,0
33,30000,17675,850,3,0.49,1,0,0
41,30000,23050,736,0,0.46,1,0,0
61,30000,17830,742,1,0.14,0,1,0
30,30000,23872,533,0,0.64,1,0,1
33,30000,17438,593,11,0.14,1,1,0
37,30000,5000,655,1,0.52,0,0,0
41,30000,20367,569,7,0.24,1,0,0
40,30000,8977,778,2,0.26,0,1,0
50,30000,12367,762,3,0.32,1,1,0
22,30000,9553,607,1,0.61,1,1,0
22,30000,8639,792,5,0.1,0,0,0
33,30000,12059,649,9,0.04,0,1,0
48,30000,10953,850,1,0.28,1,0,0
22,30000,16300,661,1,0.04,1,1,0
22,30000,20076,696,5,0.48,0,1,1
43,30000,9238,761,1,0.53,1,1,0
40,30000,7488,752,5,0.6,0,1,0
27,30000,17004,690,0,0.52,0,1,0
28,30000,17076,638,4,0.64,1,0,1
28,30000,21923,691,3,0.52,1,0,0
39,30000,5000,584,0,0.66,1,1,1
31,30000,20913,662,5,0.14,0,0,0
42,30000,13941,561,2,0.35,0,0,0
22,30000,16047,507,1,0.7,1,1,1
29,30000,5000,654,2,0.48,0,1,0
26,30000,12084,750,3,0.62,0,1,1
35,30000,7773,724,0,0.02,1,1,0
32,30000,8338,643,15,0.61,1,1,0
45,30000,13585,789,5,0.49,0,1,0
22,30000,20061,604,0,0.12,0,1,0
38,30000,18619,496,8,0.02,1,1,0
43,30000,15410,475,1,0.18,1,0,0
56,30000,14327,555,4,0.64,0,1,1
33,30000,11973,715,1,0.47,1,1,0
41,30000,23426,599,6,0.64,0,0,1
22,30000,14764,686,6,0.31,1,0,0
22,30000,8333,781,4,0.66,0,1,1
46,30000,7831,561,1,0.32,1,1,0
37,30000,15838,688,1,0.14,1,1,0
49,30000,13979,693,2,0.11,1,0,0
24,30000,5000,581,0,0.7,1,0,1
43,30000,20431,758,2,0.23,0,0,0
56,30000,17786,626,5,0.11,1,1,0
42,30000,16898,619,8,0.01,0,1,0
40,30000,5000,818,2,0.2,0,1,0
38,30000,10603,691,1,0.62,0,1,1
22,30000,22643,724,8,0.37,0,1,0
51,30000,21114,758,11,0.44,0,0,0
31,30000,8996,597,2,0.65,1,0,0
43,30000,6298,749,0,0.36,1,0,0
22,30000,12430,609,5,0.59,1,1,0
26,30000,10472,606,7,0.23,1,0,0
52,30000,17326,628,0,0.68,0,1,1
34,30000,23295,600,4,0.06,0,0,0
52,30000,10623,715,4,0.51,1,0,0
37,30000,5000,671,2,0.46,0,1,0
22,30000,21849,610,6,0.13,0,0,0
46,30000,5000,703,2,0.27,0,1,0
32,30000,23008,627,5,0.22,0,1,0
44,30000,16956,623,3,0.07,1,0,0
38,30000,22775,653,1,0.41,0,1,0
22,30000,7192,687,4,0.7,1,1,1
39,30000,5000,681,6,0.39,0,1,0
59,30000,13252,620,18,0.38,1,0,0
42,30000,12463,717,2,0.03,1,1,0
37,30000,9961,632,0,0.1,1,0,0
48,30000,23110,597,22,0.36,0,0,0
40,30000,20274,532,4,0.69,0,0,1
40,30000,16893,728,14,0.61,1,1,0
27,30000,6420,650,0,0.24,0,1,0
40,30000,18420,666,2,0.38,0,1,0
48,30000,18267,733,0,0.39,1,1,0
29,30000,11926,611,9,0.48,1,1,0
52,30000,22420,540,10,0.48,1,1,0
37,30000,6506,655,3,0.55,1,0,0
29,30000,8614,674,1,0.02,1,1,0
47,30000,5000,628,0,0.66,1,1,1
35,30000,19704,767,4,0.05,0,1,0
45,30000,16056,451,3,0.33,1,1,0
35,30000,9613,739,5,0.64,1,1,0
37,30000,6440,713,1,0.34,0,0,0
42,30000,5000,686,2,0.04,0,1,0
40,30000,6501,383,0,0.16,0,0,0
22,30000,12518,752,4,0.41,1,0,0
26,30000,8190,567,2,0.06,1,1,0
47,30000,8438,609,12,0.3,0,1,0
36,30000,21387,636,5,0.23,0,0,0
32,30000,13817,682,2,0.57,1,1,0
24,30000,18314,701,1,0.08,1,1,0
27,30000,5000,721,11,0.48,0,0,0
22,30000,10668,715,0,0.28,0,1,0
36,30000,13062,670,1,0.41,0,0,1
32,30000,6914,683,14,0.14,0,1,0
28,30000,5524,562,5,0.43,1,0,0
37,30000,21276,589,3,0.47,1,1,0
41,30000,22728,721,1,0.05,0,1,0
58,30000,5000,716,8,0.58,1,1,0
22,30000,10329,707,1,0.6,0,1,1
49,30000,23123,608,1,0.04,1,0,0
47,30000,5000,722,1,0.42,0,0,0
30,30000,16516,557,0,0.42,0,1,1
40,30000,23416,736,15,0.01,0,1,0
33,30000,23542,629,4,0.24,0,1,0
39,30000,12895,784,5,0.68,0,0,1
53,30000,6417,528,15,0.39,0,1,0
44,30000,7243,791,1,0.65,1,1,0
43,30000,21681,621,0,0.47,0,1,0
33,30000,22145,619,4,0.02,0,0,0
23,30000,15765,665,3,0.05,1,1,0
35,30000,19089,594,3,0.51,0,1,0
50,30000,18538,644,0,0.39,1,1,0
22,30000,16898,590,3,0.09,0,1,0
27,30000,20372,593,1,0.43,0,1,1
39,30000,17393,688,1,0.57,0,0,0
28,30000,14214,577,1,0.53,0,1,0
30,30000,7976,588,2,0.17,1,1,0
33,30000,18621,540,2,0.18,0,1,0
24,30000,12942,609,1,0.68,1,0,0
28,30000,9190,754,19,0.62,1,1,0
45,30000,19840,582,13,0.22,0,0,0
24,30000,17630,591,4,0.58,1,0,0
22,30000,22684,665,19,0.11,0,0,0
31,30000,6474,620,23,0.14,1,0,0
45,30000,16632,828,2,0.13,1,1,0
36,30000,8129,636,2,0.06,0,0,0
33,30000,21975,676,15,0.6,0,0,1
38,30000,5089,725,4,0.41,0,0,0
22,30000,16779,723,1,0.18,0,1,0
42,30000,19612,668,5,0.59,0,1,1
41,30000,10453,637,1,0.56,1,0,1
33,30000,23036,811,2,0.07,0,1,0
48,30000,20865,642,1,0.45,0,1,0
26,30000,9186,614,1,0.51,0,1,0
49,30000,5000,598,0,0.5,0,0,0
39,30000,9229,511,10,0.51,0,1,1
34,30000,8907,715,1,0.12,0,0,0
37,30000,21689,462,0,0.22,0,1,0
36,30000,23309,649,0,0.59,0,1,0
50,30000,5000,633,4,0.63,1,0,1
27,30000,12897,829,24,0.2,1,1,0
30,30000,14514,503,0,0.02,0,1,0
48,30000,5000,577,0,0.6,1,1,0
32,30000,10927,639,2,0.26,0,1,0
47,30000,9658,634,4,0.23,1,0,0
54,30000,14257,606,1,0.24,0,1,0
33,30000,16885,643,1,0.29,1,1,0
44,30000,17773,549,2,0.26,1,0,0
26,30000,5871,678,1,0.4,1,1,0
45,30000,20071,464,12,0.06,1,0,0
39,30000,17249,647,0,0.68,1,1,0
42,30000,21670,601,1,0.66,0,1,1
31,30000,12436,731,8,0.65,1,1,0
22,30000,21771,790,8,0.62,0,0,0
43,30000,21181,623,0,0.46,0,1,0
22,30000,12206,761,18,0.15,0,1,0
34,30000,11004,624,5,0.03,1,1,0
47,30000,22589,572,1,0.07,0,0,0
39,30000,18018,789,3,0.23,1,0,0
57,30000,22493,691,1,0.35,1,1,0
48,30000,19736,650,0,0.7,0,1,1
31,30000,15795,704,1,0.3,0,1,0
38,30000,5432,671,4,0.37,1,0,0
37,30000,9121,644,8,0.49,1,1,0
22,30000,23345,543,2,0.13,0,1,0
28,30000,9707,628,2,0.65,0,0,1
32,30000,5000,699,3,0.37,0,1,0
22,30000,17858,640,5,0.19,0,0,0
38,30000,18414,722,6,0.65,0,1,1
35,30000,8994,680,1,0.44,1,1,0
22,30000,9251,579,4,0.34,1,1,0
42,30000,12846,544,2,0.41,1,1,0
45,30000,5000,637,6,0.52,0,0,0
40,30000,19575,608,0,0.11,0,1,0
34,30000,9658,676,1,0.61,1,1,0
43,30000,20929,592,2,0.67,1,1,0
44,30000,19855,600,11,0.4,0,1,0
41,30000,16889,734,4,0.48,1,1,0
29,30000,9822,661,16,0.6,1,1,0
40,30000,13842,593,0,0.26,1,1,0
49,30000,12341,651,3,0.69,1,1,1
32,30000,10116,760,2,0.48,1,0,0
58,30000,20810,673,4,0.3,0,1,0
32,30000,13153,697,8,0.47,1,1,0
38,30000,20487,589,9,0.37,0,0,0
31,30000,5209,732,5,0.08,0,1,0
40,30000,5961,835,5,0.56,0,1,0
22,30000,23523,586,14,0.4,0,0,0
32,30000,15343,555,2,0.56,1,1,0
27,30000,13705,664,8,0.11,0,0,0
39,30000,13986,720,12,0.38,1,1,0
47,30000,7520,642,3,0.54,0,0,0
44,30000,18092,565,6,0.69,0,0,1
22,30000,5000,641,2,0.62,1,1,0
58,30000,15039,697,0,0.61,0,1,1
40,30000,14986,617,4,0.17,1,0,0
30,30000,22197,698,1,0.59,0,1,0
39,30000,14049,743,3,0.12,1,1,0
39,30000,5878,669,10,0.14,0,1,0
31,30000,15027,647,0,0.08,1,0,0
39,30000,5000,716,0,0.6,0,1,1
31,30000,7279,581,4,0.08,1,1,0
33,30000,5000,573,2,0.1,1,0,0
31,30000,13779,628,2,0.17,0,0,0
23,30000,5000,610,2,0.4,0,1,0
39,30000,12857,585,0,0.62,1,1,0
43,30000,22591,796,0,0.29,1,1,0
43,30000,18114,823,11,0.38,0,1,0
46,30000,5000,621,1,0.12,1,1,0
41,30000,7708,657,2,0.19,1,1,0
32,30000,17146,634,17,0.09,1,0,0
46,30000,21788,738,8,0.29,1,0,0
24,30000,5000,754,0,0.41,1,0,0
28,30000,20061,507,3,0.2,1,0,0
28,30000,14798,688,6,0.59,1,0,0
48,30000,14467,545,5,0.69,0,0,1
47,30000,23114,790,7,0.08,1,1,0
42,30000,18700,685,3,0.01,1,0,0
48,30000,20852,584,0,0.55,1,1,0
29,30000,10433,630,3,0.13,0,1,0
41,30000,14641,626,5,0.25,0,0,0
36,30000,15923,692,4,0.28,1,0,0
46,30000,9753,733,0,0.64,1,0,1
36,30000,14975,558,0,0.46,0,1,1
34,30000,7969,797,16,0.03,0,1,0
43,30000,6010,778,0,0.01,1,1,0
46,30000,10853,579,1,0.14,1,1,0
31,30000,18525,655,7,0.22,1,1,0
37,30000,22239,786,2,0.34,1,1,0
27,30000,12611,748,1,0.59,0,0,0
22,30000,16499,623,3,0.22,1,0,0
40,30000,5163,715,4,0.26,1,1,0
44,30000,21993,850,3,0.23,1,1,0
40,30000,14940,658,12,0.01,0,0,0
22,30000,19387,599,1,0.67,0,0,1
34,30000,19683,663,5,0.1,1,1,0
22,30000,8386,669,0,0.2,1,0,0
51,30000,14112,608,2,0.09,1,1,0
27,30000,23170,685,6,0.34,1,0,0
50,30000,5000,549,1,0.65,0,0,1
47,30000,17344,596,4,0.07,1,1,0
28,30000,23207,710,0,0.31,1,1,0
26,30000,9312,509,0,0.02,1,0,0
41,30000,21090,722,3,0.54,1,1,0
29,30000,22606,489,5,0.45,0,0,1
39,30000,18688,511,0,0.49,1,1,0
33,30000,7857,610,12,0.33,0,0,0
22,30000,10014,672,1,0.64,1,1,0
22,30000,5000,756,0,0.29,1,1,0
40,30000,20460,654,1,0.36,1,0,0
32,30000,20841,630,0,0.49,1,0,0
32,30000,16286,696,0,0.36,0,1,0
44,30000,10403,580,7,0.13,0,1,0
